gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_015535 scaffold_730 577 19814 - 3 1883 TCONS_00036106 TCONS_00036108;TCONS_00036107
XLOC_015536 scaffold_731 1109 17587 + 1 3230 TCONS_00036109 NA
XLOC_015537 scaffold_732 492 9099 - 2 1479 TCONS_00036110 TCONS_00036111
XLOC_015538 scaffold_733 4580 35181 + 3 11886 TCONS_00036113 TCONS_00036112;TCONS_00036114
XLOC_015539 scaffold_733 36223 85426 + 17 17057 TCONS_00036116 TCONS_00036115;TCONS_00036120;TCONS_00036119;TCONS_00036118;TCONS_00036117;TCONS_00036129;TCONS_00036131;TCONS_00036130;TCONS_00036128;TCONS_00036124;TCONS_00036125;TCONS_00036127;TCONS_00036126;TCONS_00036123;TCONS_00036122;TCONS_00036121
XLOC_015540 scaffold_733 85567 91127 + 3 4344 TCONS_00036132 TCONS_00036133;TCONS_00036134
XLOC_015541 scaffold_733 107097 130957 + 2 1924 TCONS_00036135 TCONS_00036136
XLOC_015542 scaffold_733 132146 144665 + 2 7862 TCONS_00036138 TCONS_00036137
XLOC_015543 scaffold_733 24044 30629 - 1 6410 TCONS_00036139 NA
XLOC_015544 scaffold_733 91275 95104 - 2 3307 TCONS_00036140 TCONS_00036141
XLOC_015545 scaffold_733 95620 103090 - 3 2625 TCONS_00036142 TCONS_00036143;TCONS_00036144
XLOC_015546 scaffold_733 141384 153179 - 10 7443 TCONS_00036147 TCONS_00036146;TCONS_00036145;TCONS_00036152;TCONS_00036150;TCONS_00036151;TCONS_00036149;TCONS_00036148;TCONS_00036153;TCONS_00036154
XLOC_015547 scaffold_734 532 13950 - 2 1018 TCONS_00036155 TCONS_00036156
XLOC_015548 scaffold_735 7306 49368 + 2 10498 TCONS_00036157 TCONS_00036158
XLOC_015549 scaffold_735 55846 67658 + 1 4029 TCONS_00036159 NA
XLOC_015550 scaffold_735 87367 88736 + 1 1170 TCONS_00036160 NA
XLOC_015551 scaffold_735 647 7123 - 1 2823 TCONS_00036161 NA
XLOC_015552 scaffold_735 71049 86268 - 3 6341 TCONS_00036162 TCONS_00036163;TCONS_00036164
XLOC_015553 scaffold_737 1791 10819 + 1 2768 TCONS_00036165 NA
XLOC_015554 scaffold_738 3963 30817 + 10 5235 TCONS_00036166 TCONS_00036167;TCONS_00036172;TCONS_00036174;TCONS_00036175;TCONS_00036173;TCONS_00036171;TCONS_00036170;TCONS_00036169;TCONS_00036168
XLOC_015555 scaffold_738 307 2131 - 2 1825 TCONS_00036176 TCONS_00036177
XLOC_015556 scaffold_738 31740 38777 - 3 1062 TCONS_00036178 TCONS_00036179;TCONS_00036180
XLOC_015557 scaffold_738 40503 41329 . 1 827 TCONS_00036181 NA
XLOC_015558 scaffold_738 41401 42823 . 1 1423 TCONS_00036182 NA
XLOC_015559 scaffold_738 43412 44111 . 1 700 TCONS_00036183 NA
XLOC_015560 scaffold_739 996 62870 + 8 2547 TCONS_00036184 TCONS_00036185;TCONS_00036187;TCONS_00036186;TCONS_00036188;TCONS_00036189;TCONS_00036190;TCONS_00036191
XLOC_015561 scaffold_74 895 21039 + 5 3507 TCONS_00036192 TCONS_00036193;TCONS_00036196;TCONS_00036195;TCONS_00036194
XLOC_015562 scaffold_741 2015 7968 + 3 4147 TCONS_00036197 TCONS_00036198;TCONS_00036199
XLOC_015563 scaffold_741 20486 28028 + 3 3319 TCONS_00036200 TCONS_00036201;TCONS_00036202
XLOC_015564 scaffold_741 5327 14519 - 2 3187 TCONS_00036203 TCONS_00036204
XLOC_015565 scaffold_741 17976 20396 - 4 2060 TCONS_00036205 TCONS_00036206;TCONS_00036208;TCONS_00036207
XLOC_015566 scaffold_741 29114 33807 - 1 3526 TCONS_00036209 NA
XLOC_015567 scaffold_741 36133 43735 - 3 1743 TCONS_00036210 TCONS_00036211;TCONS_00036212
XLOC_015568 scaffold_741 41 1249 . 1 1209 TCONS_00036213 NA
XLOC_015569 scaffold_741 15283 16071 . 1 789 TCONS_00036214 NA
XLOC_015570 scaffold_742 178 4608 + 1 1882 TCONS_00036215 NA
XLOC_015571 scaffold_743 9642 14694 + 1 3244 TCONS_00036216 NA
XLOC_015572 scaffold_743 20502 27953 + 4 4928 TCONS_00036218 TCONS_00036217;TCONS_00036219;TCONS_00036220
XLOC_015573 scaffold_743 28790 47235 + 8 5427 TCONS_00036223 TCONS_00036222;TCONS_00036221;TCONS_00036224;TCONS_00036225;TCONS_00036226;TCONS_00036227;TCONS_00036228
XLOC_015574 scaffold_743 53761 62256 + 2 3175 TCONS_00036229 TCONS_00036230
XLOC_015575 scaffold_743 922 9623 - 9 3805 TCONS_00036231 TCONS_00036232;TCONS_00036233;TCONS_00036235;TCONS_00036234;TCONS_00036236;TCONS_00036238;TCONS_00036237;TCONS_00036239
XLOC_015576 scaffold_743 14849 21462 - 4 4586 TCONS_00036240 TCONS_00036241;TCONS_00036242;TCONS_00036243
XLOC_015577 scaffold_743 25891 28809 - 2 2424 TCONS_00036244 TCONS_00036245
XLOC_015578 scaffold_743 46340 49329 - 3 2446 TCONS_00036246 TCONS_00036247;TCONS_00036248
XLOC_015579 scaffold_743 49464 55019 - 1 4206 TCONS_00036249 NA
XLOC_015580 scaffold_743 61062 63944 - 3 2539 TCONS_00036251 TCONS_00036250;TCONS_00036252
XLOC_015581 scaffold_743 65275 89515 - 12 8957 TCONS_00036253 TCONS_00036254;TCONS_00036256;TCONS_00036255;TCONS_00036257;TCONS_00036258;TCONS_00036259;TCONS_00036260;TCONS_00036261;TCONS_00036262;TCONS_00036263;TCONS_00036264
XLOC_015582 scaffold_744 6652 7153 + 1 358 TCONS_00036265 NA
XLOC_015583 scaffold_744 905 6710 - 2 2051 TCONS_00036266 TCONS_00036267
XLOC_015584 scaffold_746 281 2512 + 1 2083 TCONS_00036268 NA
XLOC_015585 scaffold_746 28288 36892 + 2 4888 TCONS_00036269 TCONS_00036270
XLOC_015586 scaffold_746 45542 47863 + 2 1986 TCONS_00036271 TCONS_00036272
XLOC_015587 scaffold_746 49195 77147 + 11 13800 TCONS_00036275 TCONS_00036276;TCONS_00036274;TCONS_00036273;TCONS_00036277;TCONS_00036280;TCONS_00036279;TCONS_00036278;TCONS_00036281;TCONS_00036282;TCONS_00036283
XLOC_015588 scaffold_746 89181 144758 + 5 4252 TCONS_00036284 TCONS_00036285;TCONS_00036286;TCONS_00036287;TCONS_00036288
XLOC_015589 scaffold_746 13002 16948 - 2 2178 TCONS_00036289 TCONS_00036290
XLOC_015590 scaffold_746 37634 46136 - 2 7062 TCONS_00036291 TCONS_00036292
XLOC_015591 scaffold_746 46236 49846 - 2 2284 TCONS_00036293 TCONS_00036294
XLOC_015592 scaffold_746 70954 80967 - 4 8338 TCONS_00036296 TCONS_00036295;TCONS_00036297;TCONS_00036298
XLOC_015593 scaffold_746 81443 82305 - 1 775 TCONS_00036299 NA
XLOC_015594 scaffold_746 83523 87553 - 3 2664 TCONS_00036300 TCONS_00036301;TCONS_00036302
XLOC_015595 scaffold_746 3466 3588 . 1 123 TCONS_00036303 NA
XLOC_015596 scaffold_746 7458 11512 . 1 4055 TCONS_00036304 NA
XLOC_015597 scaffold_746 19229 20652 . 1 1424 TCONS_00036305 NA
XLOC_015598 scaffold_746 144882 145746 . 1 865 TCONS_00036306 NA
XLOC_015599 scaffold_747 5 35999 - 8 10223 TCONS_00036307 TCONS_00036308;TCONS_00036309;TCONS_00036310;TCONS_00036312;TCONS_00036311;TCONS_00036314;TCONS_00036313
XLOC_015600 scaffold_748 6943 12860 + 1 2763 TCONS_00036315 NA
XLOC_015601 scaffold_748 41562 53509 + 1 3848 TCONS_00036316 NA
XLOC_015602 scaffold_748 543 7304 - 2 1356 TCONS_00036317 TCONS_00036318
XLOC_015603 scaffold_748 14076 26302 - 2 5145 TCONS_00036320 TCONS_00036319
XLOC_015604 scaffold_748 27748 41085 - 6 7999 TCONS_00036321 TCONS_00036322;TCONS_00036323;TCONS_00036325;TCONS_00036324;TCONS_00036326
XLOC_015605 scaffold_749 4508 8614 + 1 3953 TCONS_00036327 NA
XLOC_015606 scaffold_749 11450 13599 + 2 1555 TCONS_00036328 TCONS_00036329
XLOC_015607 scaffold_749 15610 18496 + 1 1620 TCONS_00036330 NA
XLOC_015608 scaffold_749 1664 4247 - 4 1409 TCONS_00036332 TCONS_00036331;TCONS_00036334;TCONS_00036333
XLOC_015609 scaffold_749 4573 15262 - 4 3818 TCONS_00036335 TCONS_00036336;TCONS_00036337;TCONS_00036338
XLOC_015610 scaffold_75 2126 36569 - 5 6549 TCONS_00036340 TCONS_00036339;TCONS_00036341;TCONS_00036342;TCONS_00036343
XLOC_015611 scaffold_750 6213 13428 - 2 1101 TCONS_00036344 TCONS_00036345
XLOC_015612 scaffold_750 122 4323 . 1 4202 TCONS_00036346 NA
XLOC_015613 scaffold_751 23371 30442 + 2 4013 TCONS_00036348 TCONS_00036347
XLOC_015614 scaffold_751 52179 67976 + 8 8839 TCONS_00036351 TCONS_00036350;TCONS_00036349;TCONS_00036353;TCONS_00036352;TCONS_00036354;TCONS_00036355;TCONS_00036356
XLOC_015615 scaffold_751 110322 116988 + 8 3777 TCONS_00036357 TCONS_00036358;TCONS_00036360;TCONS_00036359;TCONS_00036361;TCONS_00036362;TCONS_00036363;TCONS_00036364
XLOC_015616 scaffold_751 122140 124786 + 2 1755 TCONS_00036365 TCONS_00036366
XLOC_015617 scaffold_751 1469 10080 - 2 762 TCONS_00036367 TCONS_00036368
XLOC_015618 scaffold_751 11074 23863 - 2 10793 TCONS_00036369 TCONS_00036370
XLOC_015619 scaffold_751 27357 31220 - 15 3147 TCONS_00036373 TCONS_00036375;TCONS_00036377;TCONS_00036379;TCONS_00036381;TCONS_00036383;TCONS_00036385;TCONS_00036384;TCONS_00036382;TCONS_00036380;TCONS_00036378;TCONS_00036376;TCONS_00036374;TCONS_00036372;TCONS_00036371
XLOC_015620 scaffold_751 31616 37841 - 2 4468 TCONS_00036386 TCONS_00036387
XLOC_015621 scaffold_751 38780 52897 - 3 12748 TCONS_00036388 TCONS_00036389;TCONS_00036390
XLOC_015622 scaffold_751 69337 73594 - 13 2414 TCONS_00036391 TCONS_00036392;TCONS_00036393;TCONS_00036394;TCONS_00036395;TCONS_00036396;TCONS_00036397;TCONS_00036398;TCONS_00036399;TCONS_00036400;TCONS_00036402;TCONS_00036401;TCONS_00036403
XLOC_015623 scaffold_751 73808 109162 - 7 10687 TCONS_00036406 TCONS_00036407;TCONS_00036405;TCONS_00036404;TCONS_00036409;TCONS_00036408;TCONS_00036410
XLOC_015624 scaffold_751 117089 120976 - 1 1559 TCONS_00036411 NA
XLOC_015625 scaffold_751 138331 139154 . 1 824 TCONS_00036412 NA
XLOC_015626 scaffold_752 864 3098 . 1 2235 TCONS_00036413 NA
XLOC_015627 scaffold_753 4799 13459 + 2 1384 TCONS_00036414 TCONS_00036415
XLOC_015628 scaffold_754 4019 5152 + 1 1019 TCONS_00036416 NA
XLOC_015629 scaffold_754 6467 7877 . 1 1411 TCONS_00036417 NA
XLOC_015630 scaffold_755 5330 10322 + 2 2199 TCONS_00036418 TCONS_00036419
XLOC_015631 scaffold_755 1048 5563 - 5 1196 TCONS_00036420 TCONS_00036422;TCONS_00036421;TCONS_00036423;TCONS_00036424
XLOC_015632 scaffold_755 10076 35468 - 11 8020 TCONS_00036427 TCONS_00036428;TCONS_00036426;TCONS_00036425;TCONS_00036430;TCONS_00036429;TCONS_00036431;TCONS_00036432;TCONS_00036433;TCONS_00036435;TCONS_00036434
XLOC_015633 scaffold_757 82136 94412 + 7 5447 TCONS_00036436 TCONS_00036437;TCONS_00036438;TCONS_00036439;TCONS_00036440;TCONS_00036441;TCONS_00036442
XLOC_015634 scaffold_757 95076 99142 + 4 3162 TCONS_00036443 TCONS_00036444;TCONS_00036445;TCONS_00036446
XLOC_015635 scaffold_757 99558 105039 + 2 4848 TCONS_00036447 TCONS_00036448
XLOC_015636 scaffold_757 106415 116730 + 2 8663 TCONS_00036449 TCONS_00036450
XLOC_015637 scaffold_757 122732 124550 + 3 1760 TCONS_00036452 TCONS_00036451;TCONS_00036453
XLOC_015638 scaffold_757 127644 131360 + 4 3232 TCONS_00036454 TCONS_00036456;TCONS_00036455;TCONS_00036457
XLOC_015639 scaffold_757 132721 140238 + 1 3980 TCONS_00036458 NA
XLOC_015640 scaffold_757 145712 150363 + 5 3049 TCONS_00036459 TCONS_00036461;TCONS_00036460;TCONS_00036462;TCONS_00036463
XLOC_015641 scaffold_757 151004 154844 + 5 3092 TCONS_00036464 TCONS_00036465;TCONS_00036466;TCONS_00036467;TCONS_00036468
XLOC_015642 scaffold_757 155437 160469 + 1 4604 TCONS_00036469 NA
XLOC_015643 scaffold_757 161644 167207 + 4 1639 TCONS_00036470 TCONS_00036471;TCONS_00036472;TCONS_00036473
XLOC_015644 scaffold_757 170468 176714 + 2 2450 TCONS_00036474 TCONS_00036475
XLOC_015645 scaffold_757 2088 54871 - 10 4518 TCONS_00036476 TCONS_00036477;TCONS_00036479;TCONS_00036478;TCONS_00036480;TCONS_00036481;TCONS_00036482;TCONS_00036483;TCONS_00036484;TCONS_00036485
XLOC_015646 scaffold_757 57573 60565 - 1 2667 TCONS_00036486 NA
XLOC_015647 scaffold_757 61204 66350 - 2 4098 TCONS_00036487 TCONS_00036488
XLOC_015648 scaffold_757 67194 75277 - 3 5982 TCONS_00036489 TCONS_00036490;TCONS_00036491
XLOC_015649 scaffold_757 76456 77881 - 2 1228 TCONS_00036492 TCONS_00036493
XLOC_015650 scaffold_757 78043 82116 - 2 3150 TCONS_00036494 TCONS_00036495
XLOC_015651 scaffold_757 92199 99611 - 2 2704 TCONS_00036496 TCONS_00036497
XLOC_015652 scaffold_757 111091 121375 - 6 7486 TCONS_00036498 TCONS_00036499;TCONS_00036500;TCONS_00036502;TCONS_00036501;TCONS_00036503
XLOC_015653 scaffold_757 122402 127325 - 3 2868 TCONS_00036505 TCONS_00036504;TCONS_00036506
XLOC_015654 scaffold_757 128784 132543 - 2 3256 TCONS_00036507 TCONS_00036508
XLOC_015655 scaffold_757 136933 145213 - 1 2953 TCONS_00036509 NA
XLOC_015656 scaffold_757 156398 162391 - 2 4803 TCONS_00036511 TCONS_00036510
XLOC_015657 scaffold_757 168146 170459 - 6 1929 TCONS_00036512 TCONS_00036513;TCONS_00036514;TCONS_00036515;TCONS_00036516;TCONS_00036517
XLOC_015658 scaffold_757 171092 185179 - 3 11136 TCONS_00036518 TCONS_00036519;TCONS_00036520
XLOC_015659 scaffold_757 185288 197148 - 4 7107 TCONS_00036522 TCONS_00036521;TCONS_00036523;TCONS_00036524
XLOC_015660 scaffold_757 134343 136371 . 1 2029 TCONS_00036525 NA
XLOC_015661 scaffold_757 140409 143320 . 1 2912 TCONS_00036526 NA
XLOC_015662 scaffold_758 13 60847 + 5 4455 TCONS_00036527 TCONS_00036528;TCONS_00036530;TCONS_00036529;TCONS_00036531
XLOC_015663 scaffold_759 813 15990 + 5 4502 TCONS_00036532 TCONS_00036533;TCONS_00036534;TCONS_00036536;TCONS_00036535
XLOC_015664 scaffold_759 16361 20742 + 2 2338 TCONS_00036537 TCONS_00036538
XLOC_015665 scaffold_759 22530 24019 + 2 1140 TCONS_00036539 TCONS_00036540
XLOC_015666 scaffold_759 674 1773 - 1 782 TCONS_00036541 NA
XLOC_015667 scaffold_759 19795 23393 - 2 1810 TCONS_00036542 TCONS_00036543
XLOC_015668 scaffold_76 116 1515 - 1 743 TCONS_00036544 NA
XLOC_015669 scaffold_760 770 2389 - 1 455 TCONS_00036545 NA
XLOC_015670 scaffold_761 262 12175 + 2 2729 TCONS_00036546 TCONS_00036547
XLOC_015671 scaffold_761 24161 51416 - 5 8191 TCONS_00036548 TCONS_00036549;TCONS_00036550;TCONS_00036551;TCONS_00036552
XLOC_015672 scaffold_761 12563 14140 . 1 1578 TCONS_00036553 NA
XLOC_015673 scaffold_761 15140 22583 . 1 7444 TCONS_00036554 NA
XLOC_015674 scaffold_762 23538 27174 + 1 2684 TCONS_00036555 NA
XLOC_015675 scaffold_762 30999 32664 + 1 1266 TCONS_00036556 NA
XLOC_015676 scaffold_762 15643 23470 - 2 999 TCONS_00036557 TCONS_00036558
XLOC_015677 scaffold_762 27793 30674 - 3 1878 TCONS_00036559 TCONS_00036560;TCONS_00036561
XLOC_015678 scaffold_762 9776 10773 . 1 998 TCONS_00036562 NA
XLOC_015679 scaffold_763 18310 35858 + 3 7379 TCONS_00036565 TCONS_00036564;TCONS_00036563
XLOC_015680 scaffold_763 1485 12344 - 2 2485 TCONS_00036566 TCONS_00036567
XLOC_015681 scaffold_763 13057 17855 - 3 2200 TCONS_00036568 TCONS_00036570;TCONS_00036569
XLOC_015682 scaffold_764 674 8571 + 2 1890 TCONS_00036571 TCONS_00036572
XLOC_015683 scaffold_765 123 34870 - 6 3558 TCONS_00036573 TCONS_00036574;TCONS_00036575;TCONS_00036577;TCONS_00036576;TCONS_00036578
XLOC_015684 scaffold_766 1000 3949 - 2 724 TCONS_00036579 TCONS_00036580
XLOC_015685 scaffold_767 811 20609 + 13 4696 TCONS_00036581 TCONS_00036582;TCONS_00036583;TCONS_00036584;TCONS_00036585;TCONS_00036586;TCONS_00036587;TCONS_00036588;TCONS_00036589;TCONS_00036590;TCONS_00036592;TCONS_00036591;TCONS_00036593
XLOC_015686 scaffold_767 20771 31173 + 3 6738 TCONS_00036595 TCONS_00036594;TCONS_00036596
XLOC_015687 scaffold_767 31416 35755 + 1 1394 TCONS_00036597 NA
XLOC_015688 scaffold_767 22144 24295 - 1 1386 TCONS_00036598 NA
XLOC_015689 scaffold_767 24502 27157 - 1 2429 TCONS_00036599 NA
XLOC_015690 scaffold_767 36039 38754 . 1 2716 TCONS_00036600 NA
XLOC_015691 scaffold_768 589 17938 + 1 2329 TCONS_00036601 NA
XLOC_015692 scaffold_769 741 15341 + 3 5325 TCONS_00036602 TCONS_00036603;TCONS_00036604
XLOC_015693 scaffold_769 17484 24495 + 1 6235 TCONS_00036605 NA
XLOC_015694 scaffold_769 24928 27788 + 1 2087 TCONS_00036606 NA
XLOC_015695 scaffold_769 28242 43438 + 3 1349 TCONS_00036607 TCONS_00036609;TCONS_00036608
XLOC_015696 scaffold_769 12035 17147 - 1 4651 TCONS_00036610 NA
XLOC_015697 scaffold_77 4782 8585 + 1 3429 TCONS_00036611 NA
XLOC_015698 scaffold_77 9926 14511 + 1 2707 TCONS_00036612 NA
XLOC_015699 scaffold_77 23559 24465 + 1 456 TCONS_00036613 NA
XLOC_015700 scaffold_77 26108 31094 + 2 518 TCONS_00036614 TCONS_00036615
XLOC_015701 scaffold_77 37962 46456 + 1 8077 TCONS_00036616 NA
XLOC_015702 scaffold_77 12806 18093 - 4 4194 TCONS_00036618 TCONS_00036617;TCONS_00036619;TCONS_00036620
XLOC_015703 scaffold_77 18351 21084 - 4 2324 TCONS_00036621 TCONS_00036622;TCONS_00036623;TCONS_00036624
XLOC_015704 scaffold_77 38976 46456 - 4 7481 TCONS_00036627 TCONS_00036628;TCONS_00036626;TCONS_00036625
XLOC_015705 scaffold_770 114516 126338 + 4 5799 TCONS_00036631 TCONS_00036632;TCONS_00036630;TCONS_00036629
XLOC_015706 scaffold_770 127124 150595 + 4 7215 TCONS_00036633 TCONS_00036634;TCONS_00036635;TCONS_00036636
XLOC_015707 scaffold_770 157398 164766 + 2 5200 TCONS_00036637 TCONS_00036638
XLOC_015708 scaffold_770 173678 176843 + 1 1001 TCONS_00036639 NA
XLOC_015709 scaffold_770 178463 198829 + 6 12152 TCONS_00036641 TCONS_00036640;TCONS_00036642;TCONS_00036643;TCONS_00036644;TCONS_00036645
XLOC_015710 scaffold_770 199102 217145 + 10 7726 TCONS_00036646 TCONS_00036649;TCONS_00036648;TCONS_00036647;TCONS_00036650;TCONS_00036651;TCONS_00036652;TCONS_00036654;TCONS_00036653;TCONS_00036655
XLOC_015711 scaffold_770 218402 223356 + 2 3070 TCONS_00036656 TCONS_00036657
XLOC_015712 scaffold_770 224106 228479 + 6 2430 TCONS_00036659 TCONS_00036658;TCONS_00036662;TCONS_00036661;TCONS_00036660;TCONS_00036663
XLOC_015713 scaffold_770 2171 113996 - 8 11136 TCONS_00036664 TCONS_00036665;TCONS_00036666;TCONS_00036667;TCONS_00036672;TCONS_00036673;TCONS_00036674;TCONS_00036675
XLOC_015714 scaffold_770 22371 24469 - 3 1471 TCONS_00036668 TCONS_00036669;TCONS_00036670
XLOC_015715 scaffold_770 24795 26928 - 1 1517 TCONS_00036671 NA
XLOC_015716 scaffold_770 144689 157191 - 1 10240 TCONS_00036676 NA
XLOC_015717 scaffold_770 165000 178010 - 5 4973 TCONS_00036677 TCONS_00036679;TCONS_00036678;TCONS_00036680;TCONS_00036681
XLOC_015718 scaffold_770 180286 183431 - 1 2712 TCONS_00036682 NA
XLOC_015719 scaffold_770 214928 218437 - 1 2921 TCONS_00036683 NA
XLOC_015720 scaffold_770 222681 224776 - 1 1402 TCONS_00036684 NA
XLOC_015721 scaffold_770 225172 226256 - 1 789 TCONS_00036685 NA
XLOC_015722 scaffold_770 228885 236438 - 2 3767 TCONS_00036687 TCONS_00036686
XLOC_015723 scaffold_770 170414 171025 . 1 612 TCONS_00036688 NA
XLOC_015724 scaffold_771 1316 79385 - 3 1340 TCONS_00036689 TCONS_00036691;TCONS_00036690
XLOC_015725 scaffold_772 3526 68760 + 9 5446 TCONS_00036692 TCONS_00036695;TCONS_00036694;TCONS_00036693;TCONS_00036696;TCONS_00036697;TCONS_00036698;TCONS_00036699;TCONS_00036700
XLOC_015726 scaffold_773 10282 13368 + 2 2229 TCONS_00036701 TCONS_00036702
XLOC_015727 scaffold_773 33070 40271 + 1 6803 TCONS_00036703 NA
XLOC_015728 scaffold_773 41122 47157 + 1 4989 TCONS_00036704 NA
XLOC_015729 scaffold_773 49187 53081 + 2 2084 TCONS_00036705 TCONS_00036706
XLOC_015730 scaffold_773 53185 76465 + 12 11461 TCONS_00036707 TCONS_00036708;TCONS_00036709;TCONS_00036710;TCONS_00036711;TCONS_00036712;TCONS_00036713;TCONS_00036714;TCONS_00036715;TCONS_00036716;TCONS_00036717;TCONS_00036718
XLOC_015731 scaffold_773 83820 85447 + 1 1537 TCONS_00036719 NA
XLOC_015732 scaffold_773 96310 103379 + 3 5862 TCONS_00036720 TCONS_00036721;TCONS_00036722
XLOC_015733 scaffold_773 10915 20415 - 4 3349 TCONS_00036723 TCONS_00036725;TCONS_00036724;TCONS_00036726
XLOC_015734 scaffold_773 20697 32159 - 6 5643 TCONS_00036727 TCONS_00036728;TCONS_00036729;TCONS_00036730;TCONS_00036731;TCONS_00036732
XLOC_015735 scaffold_773 33070 37039 - 1 3583 TCONS_00036733 NA
XLOC_015736 scaffold_773 38599 40821 - 1 1744 TCONS_00036734 NA
XLOC_015737 scaffold_773 41966 45579 - 1 3402 TCONS_00036735 NA
XLOC_015738 scaffold_773 51633 54516 - 2 1727 TCONS_00036736 TCONS_00036737
XLOC_015739 scaffold_773 69950 80323 - 4 6422 TCONS_00036738 TCONS_00036739;TCONS_00036740;TCONS_00036741
XLOC_015740 scaffold_773 81351 83587 - 2 1778 TCONS_00036743 TCONS_00036742
XLOC_015741 scaffold_773 83754 85835 - 3 1650 TCONS_00036744 TCONS_00036745;TCONS_00036746
XLOC_015742 scaffold_773 86493 97126 - 6 7334 TCONS_00036747 TCONS_00036748;TCONS_00036749;TCONS_00036750;TCONS_00036751;TCONS_00036752
XLOC_015743 scaffold_773 98652 105770 - 2 4662 TCONS_00036754 TCONS_00036753
XLOC_015744 scaffold_773 278 2318 . 1 2041 TCONS_00036755 NA
XLOC_015745 scaffold_774 362 8091 + 1 1610 TCONS_00036756 NA
XLOC_015746 scaffold_775 1209 24227 + 5 4903 TCONS_00036757 TCONS_00036759;TCONS_00036758;TCONS_00036760;TCONS_00036761
XLOC_015747 scaffold_776 4913 9210 + 1 2439 TCONS_00036762 NA
XLOC_015748 scaffold_776 21211 46413 + 4 3994 TCONS_00036763 TCONS_00036764;TCONS_00036766;TCONS_00036765
XLOC_015749 scaffold_776 8779 11749 - 5 1339 TCONS_00036767 TCONS_00036768;TCONS_00036769;TCONS_00036770;TCONS_00036771
XLOC_015750 scaffold_776 13615 20705 - 7 4401 TCONS_00036772 TCONS_00036773;TCONS_00036776;TCONS_00036775;TCONS_00036774;TCONS_00036778;TCONS_00036777
XLOC_015751 scaffold_777 1556 1881 . 1 326 TCONS_00036779 NA
XLOC_015752 scaffold_778 35843 38947 + 2 2600 TCONS_00036780 TCONS_00036781
XLOC_015753 scaffold_778 41310 47858 + 1 6417 TCONS_00036782 NA
XLOC_015754 scaffold_778 51443 61849 + 3 8677 TCONS_00036785 TCONS_00036784;TCONS_00036783
XLOC_015755 scaffold_778 72886 77491 + 4 3227 TCONS_00036787 TCONS_00036786;TCONS_00036788;TCONS_00036789
XLOC_015756 scaffold_778 85305 87598 + 2 1822 TCONS_00036790 TCONS_00036791
XLOC_015757 scaffold_778 90521 101741 + 7 6149 TCONS_00036794 TCONS_00036796;TCONS_00036795;TCONS_00036793;TCONS_00036792;TCONS_00036797;TCONS_00036798
XLOC_015758 scaffold_778 114184 120178 + 5 5995 TCONS_00036799 TCONS_00036801;TCONS_00036800;TCONS_00036802;TCONS_00036803
XLOC_015759 scaffold_778 120693 125153 + 2 3563 TCONS_00036805 TCONS_00036804
XLOC_015760 scaffold_778 139936 148499 + 2 5390 TCONS_00036806 TCONS_00036807
XLOC_015761 scaffold_778 149880 156354 + 2 5536 TCONS_00036809 TCONS_00036808
XLOC_015762 scaffold_778 163019 175514 + 3 7225 TCONS_00036811 TCONS_00036810;TCONS_00036812
XLOC_015763 scaffold_778 180568 189306 + 4 5856 TCONS_00036814 TCONS_00036813;TCONS_00036816;TCONS_00036815
XLOC_015764 scaffold_778 1348 11713 - 1 877 TCONS_00036817 NA
XLOC_015765 scaffold_778 13338 17416 - 3 1690 TCONS_00036818 TCONS_00036820;TCONS_00036819
XLOC_015766 scaffold_778 18067 20284 - 1 1671 TCONS_00036821 NA
XLOC_015767 scaffold_778 21888 32386 - 1 2079 TCONS_00036822 NA
XLOC_015768 scaffold_778 36305 41036 - 2 3642 TCONS_00036823 TCONS_00036824
XLOC_015769 scaffold_778 41310 51303 - 2 8867 TCONS_00036825 TCONS_00036826
XLOC_015770 scaffold_778 61939 70874 - 6 6832 TCONS_00036827 TCONS_00036831;TCONS_00036830;TCONS_00036829;TCONS_00036828;TCONS_00036832
XLOC_015771 scaffold_778 83397 89801 - 1 4671 TCONS_00036833 NA
XLOC_015772 scaffold_778 97886 113974 - 11 9571 TCONS_00036836 TCONS_00036838;TCONS_00036840;TCONS_00036839;TCONS_00036837;TCONS_00036835;TCONS_00036834;TCONS_00036841;TCONS_00036842;TCONS_00036844;TCONS_00036843
